,substrate-nodes-id,cpu-resource,max-cpu-resource,substrate-topology
0,10541,499.267,500,waxman
1,10542,301.97,500,waxman
2,10543,51.334,500,waxman
3,10544,194.255,500,waxman
4,10545,222.233,500,waxman
5,10546,96.333,500,waxman
6,10547,445.876,500,waxman
7,10548,320.612,500,waxman
8,10549,291.466,500,waxman
9,10550,345.535,500,waxman
10,10551,28.288,500,waxman
11,10552,226.068,500,waxman
12,10553,354.268,500,waxman
13,10554,202.601,500,waxman
14,10555,57.089,500,waxman
15,10556,158.278,500,waxman
16,10557,175.813,500,waxman
17,10558,188.79,500,waxman
18,10559,41.763,500,waxman
19,10560,474.454,500,waxman
20,10561,330.24,500,waxman
21,10562,300.454,500,waxman
22,10563,137.306,500,waxman
23,10564,446.199,500,waxman
24,10565,179.301,500,waxman
25,10566,442.943,500,waxman
26,10567,75.473,500,waxman
27,10568,384.487,500,waxman
28,10569,27.607,500,waxman
29,10570,18.695,500,waxman
30,10571,23.989,500,waxman
31,10572,267.653,500,waxman
32,10573,320.598,500,waxman
33,10574,337.014,500,waxman
34,10575,249.819,500,waxman
35,10576,215.925,500,waxman
36,10577,368.982,500,waxman
37,10578,119.002,500,waxman
38,10579,338.12,500,waxman
39,10580,332.294,500,waxman
40,10581,341.768,500,waxman
41,10582,242.658,500,waxman
42,10583,484.579,500,waxman
43,10584,121.383,500,waxman
44,10585,168.854,500,waxman
45,10586,10.397,500,waxman
46,10587,35.583,500,waxman
47,10588,405.549,500,waxman
48,10589,33.767,500,waxman
49,10590,124.073,500,waxman
50,10591,498.062,500,waxman
51,10592,380.55,500,waxman
52,10593,317.255,500,waxman
53,10594,221.01,500,waxman
54,10595,178.786,500,waxman
55,10596,191.894,500,waxman
56,10597,173.296,500,waxman
57,10598,258.688,500,waxman
58,10599,441.542,500,waxman
59,10600,167.396,500,waxman
60,10601,380.45,500,waxman
61,10602,235.368,500,waxman
62,10603,289.862,500,waxman
63,10604,111.468,500,waxman
64,10605,213.597,500,waxman
65,10606,199.339,500,waxman
66,10607,92.799,500,waxman
67,10608,352.317,500,waxman
68,10609,323.725,500,waxman
69,10610,230.38,500,waxman
70,10611,271.773,500,waxman
71,10612,34.498,500,waxman
72,10613,496.761,500,waxman
73,10614,73.628,500,waxman
74,10615,157.613,500,waxman
75,10616,466.178,500,waxman
76,10617,186.361,500,waxman
77,10618,368.253,500,waxman
78,10619,8.638,500,waxman
79,10620,162.948,500,waxman
80,10621,380.123,500,waxman
81,10622,441.179,500,waxman
82,10623,353.019,500,waxman
83,10624,78.207,500,waxman
84,10625,163.854,500,waxman
85,10626,429.514,500,waxman
86,10627,381.621,500,waxman
87,10628,373.888,500,waxman
88,10629,294.34,500,waxman
89,10630,54.489,500,waxman
90,10631,71.156,500,waxman
91,10632,464.688,500,waxman
92,10633,177.481,500,waxman
93,10634,194.357,500,waxman
94,10635,61.708,500,waxman
95,10636,464.007,500,waxman
96,10637,375.709,500,waxman
97,10638,494.074,500,waxman
98,10639,47.552,500,waxman
99,10640,70.409,500,waxman
