,substrate-nodes-id,cpu-resource,max-cpu-resource,substrate-topology
0,25169,294.31,500,redge
1,25170,331.153,500,redge
2,25171,343.782,500,redge
3,25172,119.955,500,redge
4,25173,334.483,500,redge
5,25174,250.157,500,redge
6,25175,150.679,500,redge
7,25176,188.96,500,redge
8,25177,73.147,500,redge
9,25178,49.964,500,redge
10,25179,339.492,500,redge
11,25180,434.39,500,redge
12,25181,429.596,500,redge
13,25182,337.723,500,redge
14,25183,165.943,500,redge
15,25184,70.582,500,redge
16,25185,480.933,500,redge
17,25186,315.786,500,redge
18,25187,110.087,500,redge
19,25188,48.484,500,redge
20,25189,105.762,500,redge
21,25190,202.595,500,redge
22,25191,241.62,500,redge
23,25192,83.254,500,redge
24,25193,256.324,500,redge
25,25194,424.296,500,redge
26,25195,104.836,500,redge
27,25196,33.817,500,redge
28,25197,187.985,500,redge
29,25198,185.454,500,redge
30,25199,383.076,500,redge
31,25200,113.08,500,redge
32,25201,418.878,500,redge
33,25202,381.213,500,redge
34,25203,22.904,500,redge
35,25204,300.611,500,redge
36,25205,214.45,500,redge
37,25206,370.386,500,redge
38,25207,246.816,500,redge
39,25208,175.722,500,redge
40,25209,491.749,500,redge
41,25210,389.224,500,redge
42,25211,459.919,500,redge
43,25212,188.269,500,redge
44,25213,216.552,500,redge
45,25214,348.973,500,redge
46,25215,460.819,500,redge
47,25216,136.891,500,redge
48,25217,122.731,500,redge
49,25218,426.849,500,redge
50,25219,99.852,500,redge
51,25220,329.981,500,redge
52,25221,417.771,500,redge
53,25222,229.668,500,redge
54,25223,88.843,500,redge
55,25224,63.375,500,redge
56,25225,50.915,500,redge
57,25226,382.158,500,redge
58,25227,55.732,500,redge
59,25228,160.57,500,redge
60,25229,111.169,500,redge
61,25230,167.817,500,redge
62,25231,154.683,500,redge
63,25232,386.214,500,redge
64,25233,491.216,500,redge
65,25234,329.212,500,redge
66,25235,87.714,500,redge
67,25236,61.675,500,redge
68,25237,100.274,500,redge
69,25238,316.74,500,redge
70,25239,267.42,500,redge
71,25240,182.694,500,redge
72,25241,134.049,500,redge
73,25242,160.121,500,redge
74,25243,52.007,500,redge
75,25244,263.449,500,redge
76,25245,213.11,500,redge
77,25246,225.254,500,redge
78,25247,13.666,500,redge
79,25248,8.779,500,redge
80,25249,82.415,500,redge
81,25250,410.626,500,redge
82,25251,59.192,500,redge
83,25252,246.898,500,redge
84,25253,24.148,500,redge
85,25254,332.02,500,redge
86,25255,407.825,500,redge
87,25256,338.632,500,redge
88,25257,173.651,500,redge
89,25258,242.076,500,redge
90,25259,445.423,500,redge
91,25260,15.988,500,redge
92,25261,43.938,500,redge
93,25262,332.125,500,redge
94,25263,316.374,500,redge
95,25264,292.861,500,redge
96,25265,258.136,500,redge
97,25266,167.695,500,redge
98,25267,285.056,500,redge
99,25268,233.692,500,redge
