,substrate-links-id,substrate-links-sources,substrate-links-target,bandwidth-resource,max-bandwidth-resource,substrate-topology
0,30930,30830,30831,114.414,1000,redge
1,30931,30830,30832,640.52,1000,redge
2,30932,30830,30836,562.148,1000,redge
3,30933,30830,30837,322.144,1000,redge
4,30934,30830,30840,216.677,1000,redge
5,30935,30830,30841,903.943,1000,redge
6,30936,30830,30842,638.955,1000,redge
7,30937,30830,30845,232.16,1000,redge
8,30938,30830,30846,61.146,1000,redge
9,30939,30830,30851,261.268,1000,redge
10,30940,30830,30852,934.755,1000,redge
11,30941,30830,30855,203.27,1000,redge
12,30942,30830,30860,330.485,1000,redge
13,30943,30830,30861,716.964,1000,redge
14,30944,30830,30862,841.497,1000,redge
15,30945,30830,30866,382.796,1000,redge
16,30946,30830,30869,31.817,1000,redge
17,30947,30830,30870,230.104,1000,redge
18,30948,30830,30872,465.048,1000,redge
19,30949,30830,30873,485.907,1000,redge
20,30950,30830,30874,645.457,1000,redge
21,30951,30830,30875,18.46,1000,redge
22,30952,30830,30876,457.279,1000,redge
23,30953,30830,30877,253.105,1000,redge
24,30954,30830,30879,755.148,1000,redge
25,30955,30830,30880,69.376,1000,redge
26,30956,30830,30881,948.511,1000,redge
27,30957,30830,30883,351.638,1000,redge
28,30958,30830,30884,748.328,1000,redge
29,30959,30830,30887,293.877,1000,redge
30,30960,30830,30891,671.288,1000,redge
31,30961,30830,30892,163.616,1000,redge
32,30962,30830,30894,593.909,1000,redge
33,30963,30830,30895,249.682,1000,redge
34,30964,30830,30897,238.515,1000,redge
35,30965,30830,30899,971.007,1000,redge
36,30966,30830,30900,280.244,1000,redge
37,30967,30830,30901,254.337,1000,redge
38,30968,30830,30902,67.337,1000,redge
39,30969,30830,30903,21.291,1000,redge
40,30970,30830,30904,227.394,1000,redge
41,30971,30830,30907,11.404,1000,redge
42,30972,30830,30909,624.679,1000,redge
43,30973,30830,30910,837.46,1000,redge
44,30974,30830,30913,875.505,1000,redge
45,30975,30830,30914,580.687,1000,redge
46,30976,30830,30916,511.216,1000,redge
47,30977,30830,30919,922.174,1000,redge
48,30978,30830,30923,695.062,1000,redge
49,30979,30830,30924,637.71,1000,redge
50,30980,30830,30925,397.577,1000,redge
51,30981,30830,30926,698.261,1000,redge
52,30982,30830,30927,64.965,1000,redge
53,30983,30830,30928,488.162,1000,redge
54,30984,30830,30929,979.952,1000,redge
55,30985,30831,30830,126.4,1000,redge
56,30986,30831,30834,820.833,1000,redge
57,30987,30831,30836,229.825,1000,redge
58,30988,30831,30838,931.802,1000,redge
59,30989,30831,30840,945.678,1000,redge
60,30990,30831,30841,788.623,1000,redge
61,30991,30831,30843,787.446,1000,redge
62,30992,30831,30844,294.205,1000,redge
63,30993,30831,30845,893.879,1000,redge
64,30994,30831,30847,287.607,1000,redge
65,30995,30831,30851,285.332,1000,redge
66,30996,30831,30852,869.454,1000,redge
67,30997,30831,30853,581.721,1000,redge
68,30998,30831,30854,411.943,1000,redge
69,30999,30831,30859,367.915,1000,redge
70,31000,30831,30860,960.831,1000,redge
71,31001,30831,30862,918.903,1000,redge
72,31002,30831,30863,881.514,1000,redge
73,31003,30831,30866,630.301,1000,redge
74,31004,30831,30867,236.042,1000,redge
75,31005,30831,30868,119.7,1000,redge
76,31006,30831,30869,390.422,1000,redge
77,31007,30831,30872,278.845,1000,redge
78,31008,30831,30873,582.648,1000,redge
79,31009,30831,30875,351.982,1000,redge
80,31010,30831,30876,675.438,1000,redge
81,31011,30831,30878,506.016,1000,redge
82,31012,30831,30880,570.862,1000,redge
83,31013,30831,30883,35.904,1000,redge
84,31014,30831,30884,976.949,1000,redge
85,31015,30831,30886,834.356,1000,redge
86,31016,30831,30887,542.431,1000,redge
87,31017,30831,30888,647.175,1000,redge
88,31018,30831,30890,171.338,1000,redge
89,31019,30831,30892,861.084,1000,redge
90,31020,30831,30897,403.872,1000,redge
91,31021,30831,30898,634.657,1000,redge
92,31022,30831,30899,616.476,1000,redge
93,31023,30831,30900,417.884,1000,redge
94,31024,30831,30907,918.169,1000,redge
95,31025,30831,30908,723.207,1000,redge
96,31026,30831,30909,670.906,1000,redge
97,31027,30831,30912,149.716,1000,redge
98,31028,30831,30914,661.089,1000,redge
99,31029,30831,30915,440.059,1000,redge
100,31030,30831,30918,922.541,1000,redge
101,31031,30831,30919,911.956,1000,redge
102,31032,30831,30923,836.617,1000,redge
