,substrate-links-id,substrate-links-sources,substrate-links-target,bandwidth-resource,max-bandwidth-resource,substrate-topology
0,48409,48309,48311,467.081,1000,waxman
1,48410,48309,48312,304.837,1000,waxman
2,48411,48309,48313,394.592,1000,waxman
3,48412,48309,48318,22.316,1000,waxman
4,48413,48309,48319,516.476,1000,waxman
5,48414,48309,48321,941.476,1000,waxman
6,48415,48309,48322,857.097,1000,waxman
7,48416,48309,48329,317.156,1000,waxman
8,48417,48309,48330,664.92,1000,waxman
9,48418,48309,48334,21.506,1000,waxman
10,48419,48309,48337,20.204,1000,waxman
11,48420,48309,48341,162.896,1000,waxman
12,48421,48309,48342,519.27,1000,waxman
13,48422,48309,48343,984.513,1000,waxman
14,48423,48309,48345,268.598,1000,waxman
15,48424,48309,48346,181.573,1000,waxman
16,48425,48309,48349,984.45,1000,waxman
17,48426,48309,48350,645.458,1000,waxman
18,48427,48309,48352,792.26,1000,waxman
19,48428,48309,48354,838.871,1000,waxman
20,48429,48309,48356,179.986,1000,waxman
21,48430,48309,48358,673.939,1000,waxman
22,48431,48309,48359,259.164,1000,waxman
23,48432,48309,48360,128.592,1000,waxman
24,48433,48309,48362,8.074,1000,waxman
25,48434,48309,48364,447.356,1000,waxman
26,48435,48309,48367,947.833,1000,waxman
27,48436,48309,48369,760.756,1000,waxman
28,48437,48309,48374,871.889,1000,waxman
29,48438,48309,48377,280.83,1000,waxman
30,48439,48309,48379,903.371,1000,waxman
31,48440,48309,48380,925.008,1000,waxman
32,48441,48309,48381,586.765,1000,waxman
33,48442,48309,48382,650.951,1000,waxman
34,48443,48309,48389,677.672,1000,waxman
35,48444,48309,48391,893.394,1000,waxman
36,48445,48309,48392,227.063,1000,waxman
37,48446,48309,48393,50.978,1000,waxman
38,48447,48309,48395,867.833,1000,waxman
39,48448,48309,48396,825.222,1000,waxman
40,48449,48309,48398,508.022,1000,waxman
41,48450,48309,48399,541.844,1000,waxman
42,48451,48309,48400,976.358,1000,waxman
43,48452,48309,48402,141.578,1000,waxman
44,48453,48309,48403,314.533,1000,waxman
45,48454,48309,48405,896.329,1000,waxman
46,48455,48309,48407,82.556,1000,waxman
47,48456,48310,48311,748.225,1000,waxman
48,48457,48310,48312,157.785,1000,waxman
49,48458,48310,48313,473.043,1000,waxman
50,48459,48310,48314,436.626,1000,waxman
51,48460,48310,48315,202.973,1000,waxman
52,48461,48310,48318,665.858,1000,waxman
53,48462,48310,48319,602.343,1000,waxman
54,48463,48310,48320,366.219,1000,waxman
55,48464,48310,48321,647.268,1000,waxman
56,48465,48310,48323,695.843,1000,waxman
57,48466,48310,48326,318.078,1000,waxman
58,48467,48310,48328,819.86,1000,waxman
59,48468,48310,48329,951.604,1000,waxman
60,48469,48310,48330,292.73,1000,waxman
61,48470,48310,48331,727.072,1000,waxman
62,48471,48310,48334,462.406,1000,waxman
63,48472,48310,48337,60.504,1000,waxman
64,48473,48310,48339,514.256,1000,waxman
65,48474,48310,48342,172.481,1000,waxman
66,48475,48310,48344,484.815,1000,waxman
67,48476,48310,48346,965.219,1000,waxman
68,48477,48310,48347,91.109,1000,waxman
69,48478,48310,48349,617.727,1000,waxman
70,48479,48310,48350,193.811,1000,waxman
71,48480,48310,48352,80.88,1000,waxman
72,48481,48310,48354,998.329,1000,waxman
73,48482,48310,48355,354.39,1000,waxman
74,48483,48310,48358,6.575,1000,waxman
75,48484,48310,48359,59.783,1000,waxman
76,48485,48310,48364,276.421,1000,waxman
77,48486,48310,48374,220.523,1000,waxman
78,48487,48310,48376,691.466,1000,waxman
79,48488,48310,48378,233.558,1000,waxman
80,48489,48310,48380,859.675,1000,waxman
81,48490,48310,48382,5.07,1000,waxman
82,48491,48310,48385,567.792,1000,waxman
83,48492,48310,48386,944.4,1000,waxman
84,48493,48310,48387,744.357,1000,waxman
85,48494,48310,48388,609.572,1000,waxman
86,48495,48310,48389,906.003,1000,waxman
87,48496,48310,48392,999.155,1000,waxman
88,48497,48310,48395,560.884,1000,waxman
89,48498,48310,48397,840.137,1000,waxman
90,48499,48310,48398,954.24,1000,waxman
91,48500,48310,48400,359.934,1000,waxman
92,48501,48310,48401,501.805,1000,waxman
93,48502,48310,48402,410.619,1000,waxman
94,48503,48310,48405,857.995,1000,waxman
95,48504,48310,48406,971.07,1000,waxman
96,48505,48310,48407,601.341,1000,waxman
97,48506,48310,48408,852.244,1000,waxman
98,48507,48311,48310,236.701,1000,waxman
99,48508,48311,48312,314.616,1000,waxman
100,48509,48311,48314,562.435,1000,waxman
101,48510,48311,48317,545.393,1000,waxman
102,48511,48311,48319,334.404,1000,waxman
103,48512,48311,48320,885.193,1000,waxman
104,48513,48311,48321,683.718,1000,waxman
105,48514,48311,48322,16.044,1000,waxman
106,48515,48311,48323,471.226,1000,waxman
107,48516,48311,48324,279.922,1000,waxman
108,48517,48311,48326,951.479,1000,waxman
109,48518,48311,48330,972.359,1000,waxman
110,48519,48311,48331,988.162,1000,waxman
111,48520,48311,48332,10.264,1000,waxman
112,48521,48311,48334,30.678,1000,waxman
113,48522,48311,48335,296.173,1000,waxman
114,48523,48311,48337,999.802,1000,waxman
115,48524,48311,48340,459.994,1000,waxman
116,48525,48311,48341,714.241,1000,waxman
117,48526,48311,48342,349.643,1000,waxman
118,48527,48311,48343,47.926,1000,waxman
119,48528,48311,48344,637.179,1000,waxman
120,48529,48311,48346,371.312,1000,waxman
121,48530,48311,48348,509.071,1000,waxman
122,48531,48311,48349,183.447,1000,waxman
123,48532,48311,48350,497.886,1000,waxman
124,48533,48311,48354,72.847,1000,waxman
125,48534,48311,48356,795.933,1000,waxman
126,48535,48311,48357,95.029,1000,waxman
127,48536,48311,48358,655.504,1000,waxman
128,48537,48311,48360,366.85,1000,waxman
129,48538,48311,48362,839.395,1000,waxman
130,48539,48311,48364,649.772,1000,waxman
131,48540,48311,48366,231.928,1000,waxman
132,48541,48311,48369,125.796,1000,waxman
133,48542,48311,48370,175.105,1000,waxman
134,48543,48311,48372,614.659,1000,waxman
135,48544,48311,48374,455.5,1000,waxman
136,48545,48311,48375,495.171,1000,waxman
137,48546,48311,48377,61.815,1000,waxman
138,48547,48311,48378,387.047,1000,waxman
139,48548,48311,48379,365.477,1000,waxman
140,48549,48311,48380,734.816,1000,waxman
141,48550,48311,48381,580.385,1000,waxman
142,48551,48311,48383,278.309,1000,waxman
143,48552,48311,48384,643.924,1000,waxman
144,48553,48311,48386,663.648,1000,waxman
145,48554,48311,48387,768.983,1000,waxman
146,48555,48311,48395,266.783,1000,waxman
147,48556,48311,48398,163.337,1000,waxman
148,48557,48311,48399,493.577,1000,waxman
149,48558,48311,48401,943.814,1000,waxman
150,48559,48311,48402,164.516,1000,waxman
151,48560,48311,48404,311.892,1000,waxman
152,48561,48311,48405,69.853,1000,waxman
153,48562,48311,48406,156.439,1000,waxman
154,48563,48311,48407,826.881,1000,waxman
155,48564,48311,48408,538.143,1000,waxman
156,48565,48312,48309,922.776,1000,waxman
157,48566,48312,48310,946.796,1000,waxman
158,48567,48312,48311,374.917,1000,waxman
159,48568,48312,48314,843.093,1000,waxman
160,48569,48312,48318,79.663,1000,waxman
161,48570,48312,48320,165.247,1000,waxman
162,48571,48312,48321,397.369,1000,waxman
163,48572,48312,48322,139.965,1000,waxman
164,48573,48312,48324,286.138,1000,waxman
165,48574,48312,48327,657.518,1000,waxman
166,48575,48312,48329,752.676,1000,waxman
167,48576,48312,48330,500.617,1000,waxman
168,48577,48312,48331,142.283,1000,waxman
169,48578,48312,48332,33.14,1000,waxman
170,48579,48312,48333,900.763,1000,waxman
171,48580,48312,48334,312.441,1000,waxman
172,48581,48312,48335,671.855,1000,waxman
173,48582,48312,48336,571.011,1000,waxman
174,48583,48312,48337,660.286,1000,waxman
175,48584,48312,48340,280.705,1000,waxman
176,48585,48312,48343,11.74,1000,waxman
177,48586,48312,48345,554.954,1000,waxman
178,48587,48312,48346,909.073,1000,waxman
179,48588,48312,48347,28.701,1000,waxman
180,48589,48312,48349,234.004,1000,waxman
181,48590,48312,48350,977.657,1000,waxman
182,48591,48312,48351,23.794,1000,waxman
183,48592,48312,48355,771.671,1000,waxman
184,48593,48312,48356,794.349,1000,waxman
185,48594,48312,48359,603.137,1000,waxman
186,48595,48312,48361,789.504,1000,waxman
187,48596,48312,48362,170.374,1000,waxman
188,48597,48312,48364,738.461,1000,waxman
189,48598,48312,48366,835.886,1000,waxman
190,48599,48312,48367,100.477,1000,waxman
191,48600,48312,48369,6.307,1000,waxman
192,48601,48312,48371,591.714,1000,waxman
193,48602,48312,48373,709.097,1000,waxman
194,48603,48312,48375,20.865,1000,waxman
195,48604,48312,48377,762.946,1000,waxman
196,48605,48312,48379,807.857,1000,waxman
197,48606,48312,48382,574.887,1000,waxman
198,48607,48312,48383,676.996,1000,waxman
199,48608,48312,48384,546.027,1000,waxman
200,48609,48312,48387,758.773,1000,waxman
201,48610,48312,48389,756.202,1000,waxman
202,48611,48312,48393,12.728,1000,waxman
203,48612,48312,48395,30.769,1000,waxman
204,48613,48312,48396,510.099,1000,waxman
205,48614,48312,48397,503.075,1000,waxman
206,48615,48312,48398,655.066,1000,waxman
207,48616,48312,48402,285.054,1000,waxman
208,48617,48312,48403,46.423,1000,waxman
209,48618,48312,48406,85.179,1000,waxman
210,48619,48312,48407,9.359,1000,waxman
211,48620,48312,48408,384.991,1000,waxman
212,48621,48313,48312,184.989,1000,waxman
213,48622,48313,48318,748.127,1000,waxman
214,48623,48313,48319,231.662,1000,waxman
215,48624,48313,48321,712.907,1000,waxman
216,48625,48313,48322,148.27,1000,waxman
217,48626,48313,48323,562.717,1000,waxman
218,48627,48313,48324,910.469,1000,waxman
219,48628,48313,48325,707.68,1000,waxman
220,48629,48313,48327,653.475,1000,waxman
221,48630,48313,48328,904.343,1000,waxman
222,48631,48313,48329,130.811,1000,waxman
223,48632,48313,48330,623.495,1000,waxman
224,48633,48313,48331,421.007,1000,waxman
225,48634,48313,48334,414.041,1000,waxman
226,48635,48313,48336,90.794,1000,waxman
227,48636,48313,48338,545.447,1000,waxman
228,48637,48313,48339,204.054,1000,waxman
229,48638,48313,48340,813.137,1000,waxman
230,48639,48313,48344,593.979,1000,waxman
231,48640,48313,48348,509.08,1000,waxman
232,48641,48313,48349,797.986,1000,waxman
233,48642,48313,48350,870.256,1000,waxman
234,48643,48313,48353,550.553,1000,waxman
235,48644,48313,48354,75.822,1000,waxman
236,48645,48313,48355,0.88,1000,waxman
237,48646,48313,48358,152.414,1000,waxman
238,48647,48313,48360,86.102,1000,waxman
239,48648,48313,48361,127.395,1000,waxman
240,48649,48313,48362,165.485,1000,waxman
241,48650,48313,48366,931.212,1000,waxman
242,48651,48313,48369,978.808,1000,waxman
243,48652,48313,48371,959.689,1000,waxman
244,48653,48313,48372,808.084,1000,waxman
245,48654,48313,48373,760.634,1000,waxman
246,48655,48313,48374,924.284,1000,waxman
247,48656,48313,48375,980.203,1000,waxman
248,48657,48313,48376,721.217,1000,waxman
249,48658,48313,48378,794.711,1000,waxman
250,48659,48313,48379,561.756,1000,waxman
251,48660,48313,48385,443.04,1000,waxman
252,48661,48313,48386,174.854,1000,waxman
253,48662,48313,48389,871.343,1000,waxman
254,48663,48313,48391,286.192,1000,waxman
255,48664,48313,48395,691.58,1000,waxman
256,48665,48313,48396,84.615,1000,waxman
257,48666,48313,48397,752.797,1000,waxman
258,48667,48313,48399,617.988,1000,waxman
259,48668,48313,48400,321.344,1000,waxman
260,48669,48313,48401,475.798,1000,waxman
261,48670,48313,48403,683.931,1000,waxman
262,48671,48313,48405,305.186,1000,waxman
263,48672,48313,48407,524.184,1000,waxman
264,48673,48313,48408,178.408,1000,waxman
265,48674,48314,48310,605.941,1000,waxman
266,48675,48314,48311,392.744,1000,waxman
267,48676,48314,48315,629.808,1000,waxman
268,48677,48314,48322,451.127,1000,waxman
269,48678,48314,48323,946.432,1000,waxman
