,substrate-nodes-id,cpu-resource,max-cpu-resource,substrate-topology
0,48309,15.476,500,waxman
1,48310,32.089,500,waxman
2,48311,48.307,500,waxman
3,48312,227.298,500,waxman
4,48313,169.745,500,waxman
5,48314,397.072,500,waxman
6,48315,285.214,500,waxman
7,48316,187.881,500,waxman
8,48317,238.869,500,waxman
9,48318,423.843,500,waxman
10,48319,6.671,500,waxman
11,48320,31.882,500,waxman
12,48321,300.153,500,waxman
13,48322,234.245,500,waxman
14,48323,268.101,500,waxman
15,48324,149.398,500,waxman
16,48325,429.093,500,waxman
17,48326,364.211,500,waxman
18,48327,168.144,500,waxman
19,48328,330.215,500,waxman
20,48329,244.229,500,waxman
21,48330,7.298,500,waxman
22,48331,355.017,500,waxman
23,48332,418.644,500,waxman
24,48333,2.431,500,waxman
25,48334,181.659,500,waxman
26,48335,473.727,500,waxman
27,48336,358.433,500,waxman
28,48337,262.407,500,waxman
29,48338,194.794,500,waxman
30,48339,180.563,500,waxman
31,48340,34.574,500,waxman
32,48341,277.271,500,waxman
33,48342,52.376,500,waxman
34,48343,158.414,500,waxman
35,48344,317.365,500,waxman
36,48345,373.202,500,waxman
37,48346,307.601,500,waxman
38,48347,76.719,500,waxman
39,48348,40.715,500,waxman
40,48349,120.553,500,waxman
41,48350,275.66,500,waxman
42,48351,153.222,500,waxman
43,48352,301.516,500,waxman
44,48353,106.186,500,waxman
45,48354,44.355,500,waxman
46,48355,391.221,500,waxman
47,48356,449.755,500,waxman
48,48357,71.417,500,waxman
49,48358,296.284,500,waxman
50,48359,185.628,500,waxman
51,48360,450.135,500,waxman
52,48361,88.594,500,waxman
53,48362,120.668,500,waxman
54,48363,313.897,500,waxman
55,48364,435.087,500,waxman
56,48365,311.194,500,waxman
57,48366,233.6,500,waxman
58,48367,353.782,500,waxman
59,48368,236.368,500,waxman
60,48369,147.234,500,waxman
61,48370,344.326,500,waxman
62,48371,298.859,500,waxman
63,48372,477.834,500,waxman
64,48373,473.882,500,waxman
65,48374,302.165,500,waxman
66,48375,74.904,500,waxman
67,48376,435.526,500,waxman
68,48377,232.32,500,waxman
69,48378,133.769,500,waxman
70,48379,295.449,500,waxman
71,48380,322.855,500,waxman
72,48381,416.252,500,waxman
73,48382,133.628,500,waxman
74,48383,433.243,500,waxman
75,48384,438.467,500,waxman
76,48385,94.876,500,waxman
77,48386,302.095,500,waxman
78,48387,125.813,500,waxman
79,48388,222.267,500,waxman
80,48389,191.709,500,waxman
81,48390,134.668,500,waxman
82,48391,77.993,500,waxman
83,48392,201.13,500,waxman
84,48393,274.352,500,waxman
85,48394,53.864,500,waxman
86,48395,472.002,500,waxman
87,48396,69.981,500,waxman
88,48397,97.075,500,waxman
89,48398,140.739,500,waxman
90,48399,446.559,500,waxman
91,48400,246.207,500,waxman
92,48401,78.094,500,waxman
93,48402,266.971,500,waxman
94,48403,60.505,500,waxman
95,48404,155.779,500,waxman
96,48405,286.403,500,waxman
97,48406,250.379,500,waxman
98,48407,213.561,500,waxman
99,48408,258.001,500,waxman
