,substrate-nodes-id,cpu-resource,max-cpu-resource,substrate-topology
0,11694,149.768,500,redge
1,11695,448.705,500,redge
2,11696,311.231,500,redge
3,11697,415.05,500,redge
4,11698,274.186,500,redge
5,11699,59.197,500,redge
6,11700,238.396,500,redge
7,11701,408.575,500,redge
8,11702,60.947,500,redge
9,11703,77.542,500,redge
10,11704,418.752,500,redge
11,11705,438.544,500,redge
12,11706,322.668,500,redge
13,11707,69.358,500,redge
14,11708,68.31,500,redge
15,11709,115.288,500,redge
16,11710,435.159,500,redge
17,11711,92.651,500,redge
18,11712,129.926,500,redge
19,11713,219.583,500,redge
20,11714,433.48,500,redge
21,11715,26.039,500,redge
22,11716,81.361,500,redge
23,11717,21.384,500,redge
24,11718,47.534,500,redge
25,11719,284.812,500,redge
26,11720,328.762,500,redge
27,11721,261.011,500,redge
28,11722,144.887,500,redge
29,11723,256.388,500,redge
30,11724,288.254,500,redge
31,11725,425.353,500,redge
32,11726,416.125,500,redge
33,11727,142.675,500,redge
34,11728,383.795,500,redge
35,11729,377.953,500,redge
36,11730,146.424,500,redge
37,11731,18.448,500,redge
38,11732,205.575,500,redge
39,11733,343.724,500,redge
40,11734,65.873,500,redge
41,11735,302.032,500,redge
42,11736,479.986,500,redge
43,11737,206.55,500,redge
44,11738,60.692,500,redge
45,11739,487.438,500,redge
46,11740,299.521,500,redge
47,11741,51.196,500,redge
48,11742,457.63,500,redge
49,11743,405.536,500,redge
50,11744,248.993,500,redge
51,11745,369.709,500,redge
52,11746,164.637,500,redge
53,11747,465.947,500,redge
54,11748,143.037,500,redge
55,11749,356.871,500,redge
56,11750,162.341,500,redge
57,11751,281.039,500,redge
58,11752,59.131,500,redge
59,11753,239.32,500,redge
60,11754,192.893,500,redge
61,11755,288.731,500,redge
62,11756,210.195,500,redge
63,11757,118.561,500,redge
64,11758,485.439,500,redge
65,11759,471.783,500,redge
66,11760,451.372,500,redge
67,11761,359.389,500,redge
68,11762,490.759,500,redge
69,11763,17.829,500,redge
70,11764,356.637,500,redge
71,11765,122.116,500,redge
72,11766,371.554,500,redge
73,11767,276.611,500,redge
74,11768,332.692,500,redge
75,11769,219.543,500,redge
76,11770,409.405,500,redge
77,11771,148.697,500,redge
78,11772,159.907,500,redge
79,11773,77.721,500,redge
80,11774,44.603,500,redge
81,11775,83.446,500,redge
82,11776,163.099,500,redge
83,11777,193.365,500,redge
84,11778,460.862,500,redge
85,11779,173.053,500,redge
86,11780,418.517,500,redge
87,11781,110.127,500,redge
88,11782,463.331,500,redge
89,11783,404.192,500,redge
90,11784,497.681,500,redge
91,11785,81.002,500,redge
92,11786,375.393,500,redge
93,11787,469.158,500,redge
94,11788,233.547,500,redge
95,11789,244.753,500,redge
96,11790,297.403,500,redge
97,11791,144.306,500,redge
98,11792,369.982,500,redge
99,11793,320.511,500,redge
