,substrate-links-id,substrate-links-sources,substrate-links-target,bandwidth-resource,max-bandwidth-resource,substrate-topology
0,11794,11694,11695,409.428,1000,redge
1,11795,11694,11696,522.542,1000,redge
2,11796,11694,11700,376.192,1000,redge
3,11797,11694,11701,153.822,1000,redge
4,11798,11694,11704,551.24,1000,redge
5,11799,11694,11705,352.403,1000,redge
6,11800,11694,11706,717.654,1000,redge
7,11801,11694,11709,601.942,1000,redge
8,11802,11694,11710,803.656,1000,redge
9,11803,11694,11715,788.573,1000,redge
10,11804,11694,11716,64.904,1000,redge
11,11805,11694,11719,487.745,1000,redge
12,11806,11694,11724,349.738,1000,redge
13,11807,11694,11725,411.997,1000,redge
14,11808,11694,11726,86.13,1000,redge
15,11809,11694,11730,794.325,1000,redge
16,11810,11694,11733,990.664,1000,redge
17,11811,11694,11734,82.087,1000,redge
18,11812,11694,11736,176.95,1000,redge
19,11813,11694,11737,699.381,1000,redge
20,11814,11694,11738,115.635,1000,redge
21,11815,11694,11739,435.469,1000,redge
22,11816,11694,11740,818.567,1000,redge
23,11817,11694,11741,757.345,1000,redge
24,11818,11694,11743,249.013,1000,redge
25,11819,11694,11744,691.19,1000,redge
26,11820,11694,11745,627.432,1000,redge
27,11821,11694,11747,925.688,1000,redge
28,11822,11694,11748,352.688,1000,redge
29,11823,11694,11751,156.441,1000,redge
30,11824,11694,11755,302.236,1000,redge
31,11825,11694,11756,1.856,1000,redge
32,11826,11694,11758,437.676,1000,redge
33,11827,11694,11759,804.418,1000,redge
34,11828,11694,11761,815.696,1000,redge
35,11829,11694,11763,405.421,1000,redge
36,11830,11694,11764,196.135,1000,redge
37,11831,11694,11765,304.728,1000,redge
38,11832,11694,11766,621.409,1000,redge
39,11833,11694,11767,139.479,1000,redge
40,11834,11694,11768,303.517,1000,redge
41,11835,11694,11771,926.765,1000,redge
42,11836,11694,11773,350.179,1000,redge
43,11837,11694,11774,195.96,1000,redge
44,11838,11694,11777,760.242,1000,redge
45,11839,11694,11778,807.802,1000,redge
46,11840,11694,11780,455.573,1000,redge
47,11841,11694,11783,631.446,1000,redge
48,11842,11694,11787,143.313,1000,redge
49,11843,11694,11788,180.055,1000,redge
50,11844,11694,11789,535.033,1000,redge
51,11845,11694,11790,33.265,1000,redge
52,11846,11694,11791,920.472,1000,redge
53,11847,11694,11792,284.791,1000,redge
54,11848,11694,11793,600.763,1000,redge
55,11849,11695,11694,120.016,1000,redge
56,11850,11695,11698,42.994,1000,redge
57,11851,11695,11700,866.558,1000,redge
58,11852,11695,11702,403.689,1000,redge
59,11853,11695,11704,776.368,1000,redge
60,11854,11695,11705,877.953,1000,redge
61,11855,11695,11707,336.939,1000,redge
62,11856,11695,11708,24.141,1000,redge
63,11857,11695,11709,908.887,1000,redge
64,11858,11695,11711,166.741,1000,redge
65,11859,11695,11715,924.753,1000,redge
66,11860,11695,11716,334.514,1000,redge
67,11861,11695,11717,127.798,1000,redge
68,11862,11695,11718,103.879,1000,redge
69,11863,11695,11723,388.405,1000,redge
70,11864,11695,11724,612.016,1000,redge
71,11865,11695,11726,409.001,1000,redge
72,11866,11695,11727,818.61,1000,redge
73,11867,11695,11730,156.154,1000,redge
74,11868,11695,11731,533.711,1000,redge
75,11869,11695,11732,571.361,1000,redge
76,11870,11695,11733,511.515,1000,redge
77,11871,11695,11736,81.331,1000,redge
78,11872,11695,11737,21.421,1000,redge
79,11873,11695,11739,616.138,1000,redge
80,11874,11695,11740,249.337,1000,redge
81,11875,11695,11742,352.093,1000,redge
82,11876,11695,11744,920.631,1000,redge
83,11877,11695,11747,718.665,1000,redge
84,11878,11695,11748,953.464,1000,redge
85,11879,11695,11750,479.078,1000,redge
86,11880,11695,11751,295.439,1000,redge
