,substrate-nodes-id,cpu-resource,max-cpu-resource,substrate-topology
0,22900,388.329,500,grid
1,22899,213.349,500,grid
2,22903,83.878,500,grid
3,22906,363.714,500,grid
4,22909,64.268,500,grid
5,22912,401.918,500,grid
6,22915,338.803,500,grid
7,22918,194.349,500,grid
8,22921,490.706,500,grid
9,22924,234.778,500,grid
10,22927,101.823,500,grid
11,22930,405.399,500,grid
12,22935,363.783,500,grid
13,22940,334.459,500,grid
14,22945,121.2,500,grid
15,22950,50.399,500,grid
16,22955,431.521,500,grid
17,22960,165.903,500,grid
18,22965,368.162,500,grid
19,22970,377.76,500,grid
20,22975,266.504,500,grid
21,22978,312.409,500,grid
22,22983,264.128,500,grid
23,22988,487.613,500,grid
24,22993,111.049,500,grid
25,22998,460.867,500,grid
26,23003,186.192,500,grid
27,23008,40.739,500,grid
28,23013,12.184,500,grid
29,23018,201.908,500,grid
30,23023,191.069,500,grid
31,23026,154.722,500,grid
32,23031,413.425,500,grid
33,23036,219.785,500,grid
34,23041,417.707,500,grid
35,23046,474.524,500,grid
36,23051,85.704,500,grid
37,23056,306.729,500,grid
38,23061,164.449,500,grid
39,23066,397.359,500,grid
40,23071,260.742,500,grid
41,23074,386.942,500,grid
42,23079,187.87,500,grid
43,23084,65.044,500,grid
44,23089,76.736,500,grid
45,23094,376.555,500,grid
46,23099,337.32,500,grid
47,23104,10.909,500,grid
48,23109,458.458,500,grid
49,23114,237.6,500,grid
50,23119,221.715,500,grid
51,23122,262.943,500,grid
52,23127,331.679,500,grid
53,23132,6.392,500,grid
54,23137,203.281,500,grid
55,23142,259.986,500,grid
56,23147,115.286,500,grid
57,23152,389.736,500,grid
58,23157,126.707,500,grid
59,23162,133.593,500,grid
60,23167,243.56,500,grid
61,23170,225.963,500,grid
62,23175,321.561,500,grid
63,23180,244.635,500,grid
64,23185,45.777,500,grid
65,23190,202.042,500,grid
66,23195,60.85,500,grid
67,23200,340.732,500,grid
68,23205,150.609,500,grid
69,23210,202.898,500,grid
70,23215,319.246,500,grid
71,23218,318.303,500,grid
72,23223,188.814,500,grid
73,23228,44.513,500,grid
74,23233,350.762,500,grid
75,23238,331.307,500,grid
76,23243,439.209,500,grid
77,23248,108.553,500,grid
78,23253,297.577,500,grid
79,23258,387.692,500,grid
80,23263,200.202,500,grid
81,23266,52.951,500,grid
82,23271,249.193,500,grid
83,23276,114.096,500,grid
84,23281,71.93,500,grid
85,23286,320.282,500,grid
86,23291,394.297,500,grid
87,23296,49.548,500,grid
88,23301,2.561,500,grid
89,23306,103.718,500,grid
90,23311,146.428,500,grid
91,23314,149.689,500,grid
92,23319,386.341,500,grid
93,23324,258.999,500,grid
94,23329,378.974,500,grid
95,23334,144.479,500,grid
96,23339,200.737,500,grid
97,23344,370.06,500,grid
98,23349,175.029,500,grid
99,23354,494.405,500,grid
