,substrate-links-id,substrate-links-sources,substrate-links-target,bandwidth-resource,max-bandwidth-resource,substrate-topology
0,10570,10569,10568,114.414,1000,grid
1,10571,10568,10569,640.52,1000,grid
2,10573,10572,10569,562.148,1000,grid
3,10574,10569,10572,322.144,1000,grid
4,10576,10575,10572,216.677,1000,grid
5,10577,10572,10575,903.943,1000,grid
6,10579,10578,10575,638.955,1000,grid
7,10580,10575,10578,232.16,1000,grid
8,10582,10581,10578,61.146,1000,grid
9,10583,10578,10581,261.268,1000,grid
10,10585,10584,10581,934.755,1000,grid
11,10586,10581,10584,203.27,1000,grid
12,10588,10587,10584,330.485,1000,grid
13,10589,10584,10587,716.964,1000,grid
14,10591,10590,10587,841.497,1000,grid
15,10592,10587,10590,382.796,1000,grid
16,10594,10593,10590,31.817,1000,grid
17,10595,10590,10593,230.104,1000,grid
18,10597,10596,10568,465.048,1000,grid
19,10598,10568,10596,485.907,1000,grid
20,10600,10599,10569,645.457,1000,grid
21,10601,10569,10599,18.46,1000,grid
22,10602,10599,10596,457.279,1000,grid
23,10603,10596,10599,253.105,1000,grid
24,10605,10604,10572,755.148,1000,grid
25,10606,10572,10604,69.376,1000,grid
26,10607,10604,10599,948.511,1000,grid
27,10608,10599,10604,351.638,1000,grid
28,10610,10609,10575,748.328,1000,grid
29,10611,10575,10609,293.877,1000,grid
30,10612,10609,10604,671.288,1000,grid
31,10613,10604,10609,163.616,1000,grid
32,10615,10614,10578,593.909,1000,grid
33,10616,10578,10614,249.682,1000,grid
34,10617,10614,10609,238.515,1000,grid
35,10618,10609,10614,971.007,1000,grid
36,10620,10619,10581,280.244,1000,grid
37,10621,10581,10619,254.337,1000,grid
38,10622,10619,10614,67.337,1000,grid
39,10623,10614,10619,21.291,1000,grid
40,10625,10624,10584,227.394,1000,grid
41,10626,10584,10624,11.404,1000,grid
42,10627,10624,10619,624.679,1000,grid
43,10628,10619,10624,837.46,1000,grid
44,10630,10629,10587,875.505,1000,grid
45,10631,10587,10629,580.687,1000,grid
46,10632,10629,10624,511.216,1000,grid
47,10633,10624,10629,922.174,1000,grid
48,10635,10634,10590,695.062,1000,grid
49,10636,10590,10634,637.71,1000,grid
50,10637,10634,10629,397.577,1000,grid
51,10638,10629,10634,698.261,1000,grid
52,10640,10639,10593,64.965,1000,grid
53,10641,10593,10639,488.162,1000,grid
54,10642,10639,10634,979.952,1000,grid
55,10643,10634,10639,126.4,1000,grid
56,10645,10644,10596,820.833,1000,grid
57,10646,10596,10644,229.825,1000,grid
58,10648,10647,10599,931.802,1000,grid
59,10649,10599,10647,945.678,1000,grid
