,substrate-nodes-id,cpu-resource,max-cpu-resource,substrate-topology
0,0,185.454,500,waxman
1,1,383.076,500,waxman
2,2,113.08,500,waxman
3,3,418.878,500,waxman
4,4,381.213,500,waxman
5,5,22.904,500,waxman
6,6,300.611,500,waxman
7,7,214.45,500,waxman
8,8,370.386,500,waxman
9,9,246.816,500,waxman
10,10,175.722,500,waxman
11,11,491.749,500,waxman
12,12,389.224,500,waxman
13,13,459.919,500,waxman
14,14,188.269,500,waxman
15,15,216.552,500,waxman
16,16,348.973,500,waxman
17,17,460.819,500,waxman
18,18,136.891,500,waxman
19,19,122.731,500,waxman
20,20,426.849,500,waxman
21,21,99.852,500,waxman
22,22,329.981,500,waxman
23,23,417.771,500,waxman
24,24,229.668,500,waxman
25,25,88.843,500,waxman
26,26,63.375,500,waxman
27,27,50.915,500,waxman
28,28,382.158,500,waxman
29,29,55.732,500,waxman
30,30,160.57,500,waxman
31,31,111.169,500,waxman
32,32,167.817,500,waxman
33,33,154.683,500,waxman
34,34,386.214,500,waxman
35,35,491.216,500,waxman
36,36,329.212,500,waxman
37,37,87.714,500,waxman
38,38,61.675,500,waxman
39,39,100.274,500,waxman
40,40,316.74,500,waxman
41,41,267.42,500,waxman
42,42,182.694,500,waxman
43,43,134.049,500,waxman
44,44,160.121,500,waxman
45,45,52.007,500,waxman
46,46,263.449,500,waxman
47,47,213.11,500,waxman
48,48,225.254,500,waxman
49,49,13.666,500,waxman
50,50,8.779,500,waxman
51,51,82.415,500,waxman
52,52,410.626,500,waxman
53,53,59.192,500,waxman
54,54,246.898,500,waxman
55,55,24.148,500,waxman
56,56,332.02,500,waxman
57,57,407.825,500,waxman
58,58,338.632,500,waxman
59,59,173.651,500,waxman
60,60,242.076,500,waxman
61,61,445.423,500,waxman
62,62,15.988,500,waxman
63,63,43.938,500,waxman
64,64,332.125,500,waxman
65,65,316.374,500,waxman
66,66,292.861,500,waxman
67,67,258.136,500,waxman
68,68,167.695,500,waxman
69,69,285.056,500,waxman
70,70,233.692,500,waxman
71,71,261.184,500,waxman
72,72,316.266,500,waxman
73,73,397.206,500,waxman
74,74,462.137,500,waxman
75,75,132.182,500,waxman
76,76,236.041,500,waxman
77,77,298.194,500,waxman
78,78,341.085,500,waxman
79,79,47.04,500,waxman
80,80,207.948,500,waxman
81,81,220.014,500,waxman
82,82,257.813,500,waxman
83,83,447.415,500,waxman
84,84,9.533,500,waxman
85,85,131.68,500,waxman
86,86,403.651,500,waxman
87,87,56.377,500,waxman
88,88,149.069,500,waxman
89,89,358.773,500,waxman
90,90,346.195,500,waxman
91,91,43.882,500,waxman
92,92,300.947,500,waxman
93,93,117.051,500,waxman
94,94,53.933,500,waxman
95,95,385.8,500,waxman
96,96,109.294,500,waxman
97,97,372.291,500,waxman
98,98,348.106,500,waxman
99,99,279.16,500,waxman
