,substrate-nodes-id,cpu-resource,max-cpu-resource,substrate-topology
0,60098,331.512,500,grid
1,60097,452.448,500,grid
2,60101,159.756,500,grid
3,60104,473.926,500,grid
4,60107,478.348,500,grid
5,60110,122.408,500,grid
6,60113,198.183,500,grid
7,60116,49.225,500,grid
8,60119,119.637,500,grid
9,60122,110.596,500,grid
10,60125,306.361,500,grid
11,60128,416.918,500,grid
12,60133,482.822,500,grid
13,60138,423.794,500,grid
14,60143,292.395,500,grid
15,60148,382.304,500,grid
16,60153,295.248,500,grid
17,60158,39.224,500,grid
18,60163,179.07,500,grid
19,60168,91.041,500,grid
20,60173,209.712,500,grid
21,60176,211.334,500,grid
22,60181,285.605,500,grid
23,60186,128.458,500,grid
24,60191,441.338,500,grid
25,60196,470.344,500,grid
26,60201,297.882,500,grid
27,60206,382.733,500,grid
28,60211,94.498,500,grid
29,60216,85.3,500,grid
30,60221,289.485,500,grid
31,60224,352.175,500,grid
32,60229,51.56,500,grid
33,60234,286.409,500,grid
34,60239,213.063,500,grid
35,60244,325.415,500,grid
36,60249,141.422,500,grid
37,60254,141.504,500,grid
38,60259,141.726,500,grid
39,60264,439.94,500,grid
40,60269,105.142,500,grid
41,60272,159.708,500,grid
42,60277,3.621,500,grid
43,60282,29.211,500,grid
44,60287,128.365,500,grid
45,60292,451.719,500,grid
46,60297,219.285,500,grid
47,60302,401.497,500,grid
48,60307,415.876,500,grid
49,60312,110.623,500,grid
50,60317,21.046,500,grid
51,60320,254.62,500,grid
52,60325,442.237,500,grid
53,60330,389.705,500,grid
54,60335,306.466,500,grid
55,60340,319.933,500,grid
56,60345,124.329,500,grid
57,60350,244.498,500,grid
58,60355,153.711,500,grid
59,60360,46.157,500,grid
60,60365,226.54,500,grid
61,60368,375.115,500,grid
62,60373,105.743,500,grid
63,60378,179.123,500,grid
64,60383,327.408,500,grid
65,60388,51.901,500,grid
66,60393,12.333,500,grid
67,60398,466.969,500,grid
68,60403,147.728,500,grid
69,60408,232.548,500,grid
70,60413,104.195,500,grid
71,60416,422.036,500,grid
72,60421,464.431,500,grid
73,60426,282.023,500,grid
74,60431,61.859,500,grid
75,60436,100.462,500,grid
76,60441,212.016,500,grid
77,60446,488.003,500,grid
78,60451,133.458,500,grid
79,60456,218.419,500,grid
80,60461,203.836,500,grid
81,60464,24.012,500,grid
82,60469,350.202,500,grid
83,60474,109.928,500,grid
84,60479,189.28,500,grid
85,60484,50.014,500,grid
86,60489,86.077,500,grid
87,60494,45.386,500,grid
88,60499,199.674,500,grid
89,60504,255.973,500,grid
90,60509,109.187,500,grid
91,60512,272.212,500,grid
92,60517,325.675,500,grid
93,60522,347.717,500,grid
94,60527,376.152,500,grid
95,60532,309.411,500,grid
96,60537,212.018,500,grid
97,60542,246.423,500,grid
98,60547,128.117,500,grid
99,60552,26.422,500,grid
