,substrate-links-id,substrate-links-sources,substrate-links-target,bandwidth-resource,max-bandwidth-resource,substrate-topology
0,60099,60098,60097,707.277,1000,grid
1,60100,60097,60098,698.2,1000,grid
2,60102,60101,60098,279.433,1000,grid
3,60103,60098,60101,134.782,1000,grid
4,60105,60104,60101,829.294,1000,grid
5,60106,60101,60104,792.837,1000,grid
6,60108,60107,60104,333.341,1000,grid
7,60109,60104,60107,778.422,1000,grid
8,60111,60110,60107,552.37,1000,grid
9,60112,60107,60110,892.326,1000,grid
10,60114,60113,60110,271.68,1000,grid
11,60115,60110,60113,162.888,1000,grid
12,60117,60116,60113,981.673,1000,grid
13,60118,60113,60116,554.748,1000,grid
14,60120,60119,60116,664.276,1000,grid
15,60121,60116,60119,651.614,1000,grid
16,60123,60122,60119,26.991,1000,grid
17,60124,60119,60122,745.544,1000,grid
18,60126,60125,60097,332.993,1000,grid
19,60127,60097,60125,350.701,1000,grid
20,60129,60128,60098,167.344,1000,grid
21,60130,60098,60128,958.657,1000,grid
22,60131,60128,60125,139.174,1000,grid
23,60132,60125,60128,80.933,1000,grid
24,60134,60133,60101,808.596,1000,grid
25,60135,60101,60133,701.569,1000,grid
26,60136,60133,60128,534.583,1000,grid
27,60137,60128,60133,60.073,1000,grid
28,60139,60138,60104,533.309,1000,grid
29,60140,60104,60138,778.455,1000,grid
30,60141,60138,60133,111.087,1000,grid
31,60142,60133,60138,263.357,1000,grid
32,60144,60143,60107,765.676,1000,grid
33,60145,60107,60143,787.144,1000,grid
34,60146,60143,60138,936.122,1000,grid
35,60147,60138,60143,864.697,1000,grid
36,60149,60148,60110,504.292,1000,grid
37,60150,60110,60148,383.257,1000,grid
38,60151,60148,60143,418.951,1000,grid
39,60152,60143,60148,251.895,1000,grid
40,60154,60153,60113,811.625,1000,grid
41,60155,60113,60153,158.845,1000,grid
42,60156,60153,60148,816.999,1000,grid
43,60157,60148,60153,856.266,1000,grid
44,60159,60158,60116,691.443,1000,grid
45,60160,60116,60158,433.039,1000,grid
46,60161,60158,60153,262.068,1000,grid
47,60162,60153,60158,440.368,1000,grid
48,60164,60163,60119,834.099,1000,grid
49,60165,60119,60163,858.682,1000,grid
50,60166,60163,60158,362.965,1000,grid
51,60167,60158,60163,547.126,1000,grid
52,60169,60168,60122,464.428,1000,grid
53,60170,60122,60168,511.588,1000,grid
54,60171,60168,60163,24.109,1000,grid
55,60172,60163,60168,529.442,1000,grid
56,60174,60173,60125,188.17,1000,grid
57,60175,60125,60173,48.04,1000,grid
58,60177,60176,60128,108.937,1000,grid
59,60178,60128,60176,951.457,1000,grid
60,60179,60176,60173,300.205,1000,grid
61,60180,60173,60176,591.313,1000,grid
62,60182,60181,60133,972.417,1000,grid
63,60183,60133,60181,180.964,1000,grid
64,60184,60181,60176,491.525,1000,grid
65,60185,60176,60181,239.478,1000,grid
66,60187,60186,60138,688.756,1000,grid
67,60188,60138,60186,677.015,1000,grid
68,60189,60186,60181,271.735,1000,grid
69,60190,60181,60186,474.418,1000,grid
70,60192,60191,60143,8.403,1000,grid
71,60193,60143,60191,817.618,1000,grid
72,60194,60191,60186,710.028,1000,grid
73,60195,60186,60191,295.927,1000,grid
74,60197,60196,60148,692.662,1000,grid
75,60198,60148,60196,109.46,1000,grid
76,60199,60196,60191,289.947,1000,grid
77,60200,60191,60196,605.001,1000,grid
78,60202,60201,60153,894.809,1000,grid
79,60203,60153,60201,274.935,1000,grid
80,60204,60201,60196,771.893,1000,grid
81,60205,60196,60201,216.809,1000,grid
82,60207,60206,60158,683.286,1000,grid
83,60208,60158,60206,21.311,1000,grid
84,60209,60206,60201,962.202,1000,grid
85,60210,60201,60206,896.588,1000,grid
86,60212,60211,60163,635.619,1000,grid
87,60213,60163,60211,262.698,1000,grid
88,60214,60211,60206,198.771,1000,grid
89,60215,60206,60211,980.619,1000,grid
90,60217,60216,60168,670.925,1000,grid
91,60218,60168,60216,187.552,1000,grid
