,substrate-links-id,substrate-links-sources,substrate-links-target,bandwidth-resource,max-bandwidth-resource,substrate-topology
0,41405,41305,41307,114.414,1000,waxman
1,41406,41305,41308,640.52,1000,waxman
2,41407,41305,41309,562.148,1000,waxman
3,41408,41305,41311,322.144,1000,waxman
4,41409,41305,41312,216.677,1000,waxman
5,41410,41305,41313,903.943,1000,waxman
6,41411,41305,41314,638.955,1000,waxman
7,41412,41305,41315,232.16,1000,waxman
8,41413,41305,41317,61.146,1000,waxman
9,41414,41305,41318,261.268,1000,waxman
10,41415,41305,41319,934.755,1000,waxman
11,41416,41305,41320,203.27,1000,waxman
12,41417,41305,41326,330.485,1000,waxman
13,41418,41305,41327,716.964,1000,waxman
14,41419,41305,41331,841.497,1000,waxman
15,41420,41305,41333,382.796,1000,waxman
16,41421,41305,41336,31.817,1000,waxman
17,41422,41305,41338,230.104,1000,waxman
18,41423,41305,41339,465.048,1000,waxman
19,41424,41305,41340,485.907,1000,waxman
20,41425,41305,41342,645.457,1000,waxman
21,41426,41305,41343,18.46,1000,waxman
22,41427,41305,41345,457.279,1000,waxman
23,41428,41305,41346,253.105,1000,waxman
24,41429,41305,41351,755.148,1000,waxman
25,41430,41305,41353,69.376,1000,waxman
26,41431,41305,41355,948.511,1000,waxman
27,41432,41305,41358,351.638,1000,waxman
28,41433,41305,41361,748.328,1000,waxman
29,41434,41305,41364,293.877,1000,waxman
30,41435,41305,41365,671.288,1000,waxman
31,41436,41305,41366,163.616,1000,waxman
32,41437,41305,41368,593.909,1000,waxman
33,41438,41305,41369,249.682,1000,waxman
34,41439,41305,41370,238.515,1000,waxman
35,41440,41305,41371,971.007,1000,waxman
36,41441,41305,41374,280.244,1000,waxman
37,41442,41305,41375,254.337,1000,waxman
38,41443,41305,41376,67.337,1000,waxman
39,41444,41305,41379,21.291,1000,waxman
40,41445,41305,41383,227.394,1000,waxman
41,41446,41305,41385,11.404,1000,waxman
42,41447,41305,41387,624.679,1000,waxman
43,41448,41305,41389,837.46,1000,waxman
44,41449,41305,41393,875.505,1000,waxman
45,41450,41305,41395,580.687,1000,waxman
46,41451,41305,41401,511.216,1000,waxman
47,41452,41305,41402,922.174,1000,waxman
48,41453,41306,41305,695.062,1000,waxman
49,41454,41306,41309,637.71,1000,waxman
50,41455,41306,41312,397.577,1000,waxman
51,41456,41306,41314,698.261,1000,waxman
52,41457,41306,41318,64.965,1000,waxman
53,41458,41306,41319,488.162,1000,waxman
54,41459,41306,41321,979.952,1000,waxman
55,41460,41306,41329,126.4,1000,waxman
56,41461,41306,41331,820.833,1000,waxman
57,41462,41306,41333,229.825,1000,waxman
58,41463,41306,41334,931.802,1000,waxman
59,41464,41306,41336,945.678,1000,waxman
60,41465,41306,41337,788.623,1000,waxman
61,41466,41306,41338,787.446,1000,waxman
62,41467,41306,41339,294.205,1000,waxman
63,41468,41306,41340,893.879,1000,waxman
64,41469,41306,41341,287.607,1000,waxman
65,41470,41306,41343,285.332,1000,waxman
66,41471,41306,41344,869.454,1000,waxman
67,41472,41306,41345,581.721,1000,waxman
68,41473,41306,41348,411.943,1000,waxman
69,41474,41306,41349,367.915,1000,waxman
70,41475,41306,41351,960.831,1000,waxman
71,41476,41306,41352,918.903,1000,waxman
72,41477,41306,41353,881.514,1000,waxman
73,41478,41306,41355,630.301,1000,waxman
74,41479,41306,41358,236.042,1000,waxman
75,41480,41306,41360,119.7,1000,waxman
76,41481,41306,41361,390.422,1000,waxman
77,41482,41306,41362,278.845,1000,waxman
78,41483,41306,41363,582.648,1000,waxman
79,41484,41306,41366,351.982,1000,waxman
80,41485,41306,41368,675.438,1000,waxman
81,41486,41306,41369,506.016,1000,waxman
82,41487,41306,41375,570.862,1000,waxman
83,41488,41306,41377,35.904,1000,waxman
84,41489,41306,41378,976.949,1000,waxman
85,41490,41306,41379,834.356,1000,waxman
86,41491,41306,41380,542.431,1000,waxman
87,41492,41306,41384,647.175,1000,waxman
88,41493,41306,41385,171.338,1000,waxman
89,41494,41306,41388,861.084,1000,waxman
90,41495,41306,41389,403.872,1000,waxman
91,41496,41306,41392,634.657,1000,waxman
92,41497,41306,41393,616.476,1000,waxman
93,41498,41306,41396,417.884,1000,waxman
94,41499,41306,41399,918.169,1000,waxman
95,41500,41306,41401,723.207,1000,waxman
96,41501,41306,41403,670.906,1000,waxman
97,41502,41306,41404,149.716,1000,waxman
98,41503,41307,41311,661.089,1000,waxman
99,41504,41307,41313,440.059,1000,waxman
100,41505,41307,41314,922.541,1000,waxman
101,41506,41307,41315,911.956,1000,waxman
102,41507,41307,41316,836.617,1000,waxman
103,41508,41307,41317,176.645,1000,waxman
104,41509,41307,41318,394.088,1000,waxman
105,41510,41307,41320,186.945,1000,waxman
106,41511,41307,41321,830.552,1000,waxman
107,41512,41307,41323,477.677,1000,waxman
108,41513,41307,41326,380.168,1000,waxman
109,41514,41307,41327,929.053,1000,waxman
110,41515,41307,41328,722.169,1000,waxman
111,41516,41307,41329,535.418,1000,waxman
112,41517,41307,41330,114.992,1000,waxman
113,41518,41307,41331,861.576,1000,waxman
114,41519,41307,41333,970.867,1000,waxman
115,41520,41307,41335,59.462,1000,waxman
116,41521,41307,41336,169.679,1000,waxman
117,41522,41307,41338,269.344,1000,waxman
118,41523,41307,41341,148.094,1000,waxman
119,41524,41307,41342,790.969,1000,waxman
120,41525,41307,41343,334.741,1000,waxman
121,41526,41307,41349,757.642,1000,waxman
122,41527,41307,41351,894.381,1000,waxman
123,41528,41307,41352,935.199,1000,waxman
124,41529,41307,41353,755.949,1000,waxman
125,41530,41307,41354,281.059,1000,waxman
126,41531,41307,41356,247.149,1000,waxman
127,41532,41307,41359,697.305,1000,waxman
128,41533,41307,41360,260.758,1000,waxman
129,41534,41307,41363,985.152,1000,waxman
130,41535,41307,41364,107.008,1000,waxman
131,41536,41307,41367,923.737,1000,waxman
132,41537,41307,41369,137.627,1000,waxman
133,41538,41307,41370,49.302,1000,waxman
134,41539,41307,41371,888.621,1000,waxman
135,41540,41307,41372,575.242,1000,waxman
136,41541,41307,41373,112.064,1000,waxman
137,41542,41307,41374,770.908,1000,waxman
138,41543,41307,41375,336.732,1000,waxman
139,41544,41307,41376,387.314,1000,waxman
140,41545,41307,41382,900.875,1000,waxman
141,41546,41307,41385,589.072,1000,waxman
142,41547,41307,41386,78.812,1000,waxman
